FSC-A,SSC-A,Alexa_488-A,PI-A
133266,34433.7,3122.47,203.19
160679,52821,2434.34,168.494
133645,56825.6,1673.65,87.9782
145585,56861.5,3141.47,79.6898
128166,37627,1568.19,91.916
129587,36170.7,2119.33,100.039
25764.6,55338.6,673.674,59.5609
118596,30409.1,4710.76,107.391
117619,31709.9,1373.09,47.858
118685,24876.3,679.457,94.8348
116107,31937.3,5353.18,40.5883
125279,41734.1,2708.33,75.3391
123248,32029.1,1173.87,111.604
122461,59151.8,2830.45,210.707
151591,94054.9,6289.55,173.093
136798,56556.9,3549.15,165.851
121845,24742,1785.45,47.3073
117291,47652.6,2731.18,46.2884
18779.2,78721.4,244.935,37.7522
137004,48197.9,8807.74,21.8089
151904,58216.8,9388.62,184.741
132557,53031.1,3506.88,96.4319
112593,46174.9,4160.72,114.854
75648.3,45440.8,11188,1170.29
158723,74917.6,3238.67,171.661
138969,53488.6,3150.56,135.12
115792,45281.2,2488.17,29.1608
108894,45777.3,1455.01,133.055
117158,37129.6,1979.17,105.133
129723,51262.2,5153.27,111.219
152098,49260.5,1799.36,67.8493
128170,45085.7,4161.69,105.216
107935,35560.2,1433.4,123.114
140868,86906.2,2830.04,241.438
100636,44765.1,1104.34,115.294
112994,40437.3,1853.88,134.432
131630,61452.7,5503.39,41.3869
116725,37387.6,3354.88,100.232
133966,41651.6,1674.62,118.241
112895,26743.6,2487.9,111.715
119789,48212.5,1457.36,122.949
97592,25679.6,1160.51,98.8551
114704,35153.2,4041.36,5.1493
128368,79011.3,7714.83,204.539
109631,45581.8,1545.75,90.2363
90236.1,22248.2,707.406,41.442
120541,34959.1,3299.67,107.033
115701,38578,1783.38,67.9594
95520.5,38418.4,2102.53,28.6101
94797.1,25381.7,2009.59,13.658
124133,44422,4025.52,110.283
136999,55615.3,2853.03,104.61
124360,44352.8,1705.87,138.204
108576,26464.3,1279.47,66.3899
101277,34162.4,1250.83,60.1666
148216,76475,3557.13,179.096
130356,38054,4422.87,153.404
77278.1,105393,9141.62,1710.44
114572,30405.1,2142.04,32.4652
112120,28230.6,2203.04,127.438
129738,31147.3,2523.15,65.1507
144233,35972.5,1784.62,68.8681
83571,45616.3,1919.55,22.9927
114861,34222.2,2026.8,80.9565
114895,50323.2,3298.01,83.655
153001,41887,4200.38,90.7319
117184,54843.9,5640.8,223.429
115483,29335.8,1377.91,106.07
138592,60839.5,4322.78,130.246
118204,30014.1,1253.04,117.938
107389,48861.5,812.594,159.958
99816.6,27832.9,1713.44,142.28
103396,35340.8,2546.14,34.7232
150665,55778.9,3161.57,157.975
78757.4,61489.9,1904.68,118.488
104012,30351.9,2734.9,49.0145
114271,33097.1,2642.38,56.5319
118009,33062.5,1665.8,33.4565
133272,49924.2,5334.32,82.9115
82454.2,17716.9,2095.09,102.958
109338,26600,8776.62,53.6682
99494.6,40288.4,2428.7,52.0435
119462,35460.5,2026.94,66.2797
87905,28371.6,3368.65,15.7507
177258,75779.4,4174.63,215.196
102059,80196.3,3000.76,183.391
108050,34026.7,1846.17,65.2333
112998,39168.5,787.261,54.1913
118028,60354.1,3877.24,143.409
145011,53084.3,3832.49,85.4725
108042,44617.5,2666.06,45.8203
127695,58521.3,3492.01,152.028
105484,49392.2,6952.76,310.691
122544,34681.1,3231.1,140.985
139055,53609.6,5307.75,175.736
97581.4,29534,2053.38,54.6319
111340,28656.2,2398.27,90.3189
124012,40896.2,2278.62,142.968
124285,32248.5,2725.54,76.1376
130632,37498,1632.35,62.1217
102303,77828.9,3219.67,69.0608
143020,39913.3,2798.65,156.351
146326,65368.2,4161.55,173.093
134532,49226,2842.84,126.694
95605,24183.4,592.442,7.37972
121510,86092.2,6936.79,231.001
92292.6,40491.9,2387.8,61.9566
133430,39547.6,4177.52,53.2826
125218,49970.8,1293.38,33.7319
151314,65902.8,1733.27,116.919
130512,55089.9,5350.57,106.648
138006,54209.5,3707.75,95.9638
107898,54246.7,6230.21,8.3986
135087,42005.4,1433.81,105.684
138789,44689.3,1409.03,100.81
131392,46337.2,3400.31,111.384
27480.6,91059.8,7250.84,348.994
134799,74421.5,6881.17,202.033
132267,44690.7,3304.07,102.875
128975,36609.6,3547.77,113.119
141267,45454.1,4075.36,64.0769
109650,92740.9,7455.57,190.275
121032,44799.7,2243.1,99.1855
133833,36247.8,1136.83,109.567
106801,39546.2,1817.8,29.6565
104414,43343.4,2800.99,106.345
120002,37270.6,2950.92,109.897
122365,37144.2,779.138,82.2232
142539,45790.6,962.254,166.264
128743,50105.1,3184.43,128.925
99425.9,35818.2,1951.22,65.4261
153596,73172.6,5022.47,75.8898
127629,41562.5,1699.26,84.5913
123165,57720.7,5036.24,84.5088
134063,65116.8,5179.98,110.117
136600,39189.8,8481.85,235.022
131122,48720.6,1355.06,95.2203
128344,61890.2,5108.11,110.613
158462,49945.5,8118.92,87.097
154059,81752.4,1888.16,110.806
152795,65821.7,4589.33,177.939
120248,38520.8,2194.22,95.8536
123301,59038.7,3086.81,213.984
138801,38800.1,3541.99,104.445
115551,45704.1,2624.75,99.7638
104335,46216.2,2844.08,74.4029
120129,81390.7,5470.49,144.345
132577,36137.4,3486.36,115.377
122591,48437.3,1265.01,184.355
102372,92981.6,4457.43,233.425
143269,34109.2,2346.78,46.6464
138777,61078.9,4335.44,163.18
123774,34251.5,3389.85,16.5218
114990,27790.4,2199.04,87.5652
170333,63447.7,1288.42,176.397
118168,56478.5,6512.87,81.2043
119667,38358.5,2976.67,65.2333
134443,57384.2,9268.28,71.374
127832,52000.3,4561.79,54.3014
124120,34521.5,1594.76,65.5913
129223,45479.4,1666.63,131.596
15404.4,62768,3183.33,272.939
124087,54064.5,2965.79,134.101
121651,44944.7,4104.41,132.67
136860,59284.8,3720.56,167.42
114070,55894.6,2784.6,150.485
128654,36015.1,2611.81,82.884
128024,44809,3639.19,90.016
93508.8,25026.6,4754.82,39.2116
150447,78033.8,5748.05,41.9928
125813,47391.9,2079.4,100.314
114346,44081.5,6450.91,-4.13028
117731,25089.1,1284.15,112.678
27867,81771.1,665.551,114.193
112482,58532,6090.05,119.893
132529,64852.1,6173.35,71.6217
125154,51706.4,3931.49,132.945
143827,60032.2,7231.29,105.601
134871,57296.4,2853.72,150.926
116136,40553,2591.99,161.445
109079,65904.2,2030.11,154.313
108332,41324.4,4643.44,182.152
106596,55913.2,2181.15,120.251
110707,32566.4,2842.29,65.7015
169905,67977.6,11598.8,120.884
141422,54370.4,2899.43,106.125
112109,43612,2662.75,118.764
144316,65533.1,4964.23,86.3812
126370,60686.6,11931.6,38.3305
70666.6,54177.6,2364.95,117.607
123742,68495,3903.12,163.868
134977,43412.5,5562.46,129.035
142138,55664.5,6477.9,191.514
106860,44654.8,3352.67,95.6609
136273,43469.7,6717.05,127.493
148405,50587.9,2797.96,110.035
152159,71216.2,3674.16,126.006
150676,70346.4,3951.72,130.054
117685,34041.4,2938.8,44.8565
125291,48120.7,4030.2,50.171
118884,40186,6304.28,78.974
148923,46972.9,2584.83,86.7391
118980,78102.9,7553.19,78.616
130462,54877.1,5165.52,174.883
135991,55802.8,2772.62,177.168
128748,46915.8,4640.68,103.288
134417,48033,1300.67,120.361
115986,22143.2,987.312,75.284
137639,62330.5,3489.25,179.564
101977,24754,2185.55,62.8928
115355,38442.3,4116.25,133.964
140020,40279.1,812.87,90.7044
119879,56267,5188.79,128.401
111181,33543.9,2290.05,81.8928
104849,53645.6,1591.18,114.688
139337,64366.7,3424.82,172.212
119704,34609.3,1393.47,-9.61014
132780,64535.6,2731.46,70.1348
141073,93433.8,2346.78,166.346
109527,37952.9,1805.14,143.023
127534,54264,1415.91,71.8696
108135,28363.6,662.246,-12.3638
135260,49853.7,3590.31,272.884
143128,47595.4,1355.47,117.69
118101,50687.6,3960.67,107.061
134910,61797.1,3901.47,127.19
27741.1,58399,5497.88,83.1594
92664,42242.1,1522.34,71.5942
132510,52912.7,2373.21,128.099
132144,32485.3,824.848,90.6217
121025,67014.7,9650.21,55.8985
138879,68069.4,3267.86,132.477
115065,36821.1,2529.2,71.071
133250,69596.2,1745.52,140.683
117180,42971,2696.49,74.0449
122610,82083.6,7090.58,182.703
106813,31155.3,2014.55,43.8927
149491,56587.5,3585.77,132.119
114460,47395.9,5457.41,88.942
112935,30784.2,2423.19,27.3159
151356,67969.6,7242.72,84.4262
120130,32041,3144.91,18.6696
120965,50598.5,3150.97,77.7898
131981,43189.1,4556.15,70.8508
119104,56583.5,1373.23,99.6811
133617,77717.2,7062.08,95.3029
114262,34771.5,1031.23,35.0812
123265,69513.8,3006.27,181.519
132450,47536.9,5083.6,116.286
49259.8,124963,3175.89,67.9869
113944,36986,1751.99,36.0724
135860,82148.8,9188.84,240.694
138305,69350.2,5330.74,198.509
116835,27630.8,1921.07,74.3478
114786,42814,2934.4,35.7144
107970,35669.3,3093.97,22.6899
113307,69499.1,4746.7,120.443
165104,55363.9,4255.17,48.1608
106792,58812.6,3094.93,225.852
142688,60521.7,4340.54,125.538
153673,54616.5,9581.65,129.751
130558,33000,1501.55,79.9928
110493,60428.6,4041.22,166.126
106802,35331.4,1873.43,151.725
98528.3,41703.5,2764.91,54.7695
132144,31749.8,1655.34,71.5942
140642,52951.3,4094.23,101.554
114060,63563.4,2034.79,54.3014
137211,51818.1,4191.7,97.671
118213,36833,3259.88,79.3319
112167,40752.5,2366.05,53.3927
124880,36583,1707.11,99.213
108656,44835.6,2317.59,139.03
130546,47466.4,2216.53,152.11
110940,51106.6,4145.3,175.957
110832,46589.9,2226.17,108.933
121150,30950.4,745.406,153.542
147533,59308.7,4314.65,118.378
136792,34871.3,1885.82,27.8116
136382,53516.5,1355.75,101.636
113471,32470.6,832.971,75.8899
33354.6,105514,10556,773.355
107758,27895.4,2104.32,63.9116
132170,54471.5,2276.83,107.667
110175,36346.2,5474.07,108.548
112996,31928,1774.57,89.5753
112487,30044.7,1513.39,14.787
117708,46764.1,1608.53,74.2102
141961,47000.9,3408.85,119.122
22641.5,81892.1,1559.51,72.2551
124937,42001.4,3228.62,46.0681
93693.6,62690.9,1597.93,140.325
153964,80463.7,6755.6,473.486
117229,32151.4,928.522,117.883
93910.1,31280.3,1673.79,86.6014
118946,51972.4,4744.36,157.149
132337,54999.5,2724.85,29.8217
102317,30140.5,4325.39,77.4869
130327,33952.2,1238.86,100.149
121114,50599.9,2809.8,71.4289
119038,43499,4395.61,173.313
126142,73882.8,4471.2,175.543
126702,44564.3,3068.78,75.1464
137298,66635.7,1725.28,156.874
122669,38192.3,3748.92,109.897
102190,40068.9,3164.05,106.593
115115,41897.7,1932.49,39.8725
146023,82229.9,4080.59,118.158
151826,72133.9,6924.67,165.961
111421,50188.9,3261.8,179.757
86731.9,46984.9,5037.34,46.8942
96880.1,32608.9,4477.53,138.81
135376,54926.3,2033.69,78.6159
125255,47318.7,4079.91,164.942
123987,45105.6,5875.41,111.742
128216,47298.8,1074.19,44.416
127988,46300,5204.76,114.991
73307.5,14272.2,1714.82,75.3116
110796,29084.4,2703.37,71.7044
97881.5,43392.6,2344.43,216.352
106385,39385.3,1510.36,58.3768
93872.2,30116.5,3491.18,80.4883
127981,46480.8,3569.8,92.329
115546,54458.2,4124.1,28.8855
144461,49684.8,6111.8,48.6565
117732,36653.5,4253.38,12.8594
138657,60367.4,9143.13,72.6956
128725,36027,1717.71,126.199
125390,36202.6,1985.36,56.4768
132922,56146,2367.98,87.3175
158134,78867.7,3428.67,146.961
126409,53799.8,5064.6,66.8856
149688,56869.5,8084.91,81.3694
139220,44580.3,2021.43,54.8522
99111.8,67705,4498.18,131.788
111545,36822.4,2686.3,42.929
116430,32401.5,947.797,58.129
96766.6,39094,2291.98,75.9174
104502,27876.8,1130.64,118.323
154430,74635.6,3210.04,178.738
115119,60001.6,7381.09,123.83
106884,28640.2,1977.1,-20.5145
121232,48140.7,2229.2,131.843
159379,53375.6,901.261,18.0913
106098,53209.3,5660.49,66.4448
107075,28701.4,2177.43,104.225
88156.6,22337.4,999.428,7.32463
102469,36419.4,1705.04,133.165
108015,64953.2,1517.8,156.929
141984,64056.8,6753.26,164.391
107635,29556.6,1421.97,91.0898
107405,63910.5,3241.43,184.025
110418,39471.7,3373.46,127.162
90422.6,72127.2,3859.48,68.3174
126079,36154.7,6760.42,79.4971
110026,36658.8,2016.89,113.587
125418,69412.7,5141.7,93.8709
134322,52642.7,5788.25,65.5638
118333,50884.5,3629.14,110.723
127356,47326.7,1570.53,108.41
119402,46145.7,894.239,114.909
106628,26886,6205.43,30.1244
112643,51637.3,3180.57,233.975
119371,46224.2,3442.72,33.1261
121969,43243.6,2716.59,45.9304
121774,36231.9,2542.28,113.174
125007,60394,6187.25,105.464
104897,22164.5,1907.99,45.5449
116803,36827.7,4356.23,114.881
106971,29861.2,939.536,60.9377
122937,47926.6,2710.94,75.7798
108912,60221.1,2553.16,84.2058
124267,36505.8,3663.15,103.151
110506,39439.8,2664.27,77.0189
113900,46193.6,1783.52,93.1826
129044,25482.8,920.949,60.6073
130228,57457.3,3374.29,172.101
131383,37882.4,2024.19,80.5159
136553,58892.4,4456.88,172.432
109511,39318.8,7526.34,147.594
114578,37697.5,2184.45,47.3072
104987,43271.6,3367.41,54.742
142842,50699.6,1708.9,174.414
151519,50450.9,3752.64,59.4232
128388,60296.9,3525.74,27.5086
147760,48521.1,1750.62,142.941
89570.8,34413.8,2046.36,71.6493
102864,27307.6,3069.74,-14.2913
141430,51403.2,4235.35,113.422
128155,34759.6,1382.32,115.212
114870,27682.6,1145.51,102.628
128847,55238.9,3606.97,172.79
110576,33081.1,4892.64,70.8232
124171,36751.9,2091.38,7.13186
128325,43250.3,4492.67,80.4609
96026.5,23506.4,3095.21,-3.00152
131116,46314.6,3122.33,151.367
148526,47225.6,1812.02,100.783
109235,43749,1877.83,160.867
122040,55500.9,3073.73,105.381
110472,31978.5,3317.43,35.8246
100731,20825.1,1177.45,49.2073
122221,57174,10272.4,-21.3133
128879,56485.1,10647.4,218.252
115867,38480.9,338.833,122.867
105232,31977.2,2012.62,36.5681
131303,49906.9,1157.35,50.7217
162212,54831.9,1293.65,163.978
118928,37375.7,2765.19,91.916
127215,36093.5,2614.57,95.2478
131631,67131.8,1881,142.5
100093,29596.5,3111.32,48.7116
115213,60449.8,2751.7,27.3435
121571,46966.3,1895.73,61.6812
139329,38558,580.051,78.0927
126577,37927.6,1967.46,89.1623
145729,79633.8,4602.68,97.5884
135463,64631.4,3676.36,117.277
93367.1,85020.3,2679.41,218.17
134809,33289.9,1787.93,35.8247
136880,59393.8,1692.93,81.4246
124926,36684.1,3086.54,97.0378
98922.6,26598.7,869.044,74.2652
127158,71499.5,4786.07,138.975
156375,58520,5192.78,128.374
108808,37915.6,3292.37,60.3044
123843,63480.9,2762.85,8.92177
41761.3,34280.8,3747.13,1125.3
118503,30276.1,931.688,112.816
116725,35420.6,994.196,46.3435
112911,31603.5,1799.77,63.7188
178367,67630.5,7299.44,288.58
121458,43159.8,2436.68,91.8884
153992,63820.1,2496.71,129.999
112155,32337.6,2168.62,46.0406
120646,61410.1,12618.8,69.3638
128909,39054.1,3480.3,122.757
110272,27390,2267.88,130.659
149781,48416,6849.36,94.4768
144897,69729.2,5677.83,119.067
119272,46661.7,2572.99,112.045
108039,58442.9,6972.17,36.7609
146411,47387.9,1269.14,156.351
139689,47591.4,4155.63,125.896
115412,34820.7,1100.21,76.7986
135258,51913.9,4020.01,45.6551
171217,57607.6,5582.01,66.5275
117437,43929.9,2183.62,68.8682
105931,41585.1,2563.62,72.6681
142518,62629.7,2719.2,99.5709
147609,67175.6,3798.9,88.9145
112299,70319.8,3376.08,154.203
105641,25885.8,1299.43,52.9521
170320,58091.7,1227.84,130.494
130549,41146.2,4666.15,61.3782
124874,38137.8,3308.62,84.0407
125494,56995.8,4204.92,58.597
133240,46733.5,2934.54,87.5377
164196,48526.4,1534.18,152.688
113190,52060.2,10195.4,70.0246
122955,40373.5,4842.52,79.8826
142243,48345.5,3452.08,152.303
114704,44833,1381.63,122.096
106482,28132.2,3765.3,65.7565
119288,33215.4,646.826,48.7391
127951,34752.9,1386.17,76.6609
125236,34388.5,1345.15,114.551
129989,32406.8,1228.53,110.31
125749,54750.8,5345.61,116.313
133820,39610.1,2476.33,94.3667
131587,44985.9,767.986,20.8449
116127,34074.6,1511.05,64.7928
127266,33250,5537.95,94.8073
144323,42319.3,5393.38,104.059
143202,68546.9,1019.12,142.941
130693,52419.3,4987.64,131.623
133375,54104.4,5508.62,188.568
122220,29389,3309.03,146.41
129434,37136.3,1601.37,12.8044
136368,63921.1,1397.05,47.6927
113353,38760.2,1251.8,77.129
126633,81513,3443.13,188.596
106726,58000,4269.08,55.4029
130275,62944.9,1548.64,141.123
160396,75689,6868.09,173.23
112600,42713,4028.41,54.7696
115369,50465.5,2992.64,91.7233
135271,46790.7,3231.65,68.9782
140276,55179,3640.01,95.0551
19626.6,74684.8,3265.66,659.906
149661,65611.6,2877.67,84.2609
119940,35620.1,3074.56,163.62
107649,34782.2,3182.09,125.73
115335,43379.3,3046.75,82.6362
109103,38785.5,3328.17,141.233
150985,63242.8,4046.04,250.938
112421,38519.5,1971.18,105.188
104219,36302.4,4537.15,87.9508
108317,29444.9,1402.42,20.5971
134096,54504.7,2260.86,160.977
120928,34824.7,3019.76,152.991
108582,39916,894.239,114.909
142869,53263.8,4328.01,171.027
117902,36646.8,1471.67,99.4609
125032,34992.3,626.312,80.9841
122508,60403.3,5564.52,55.1827
122166,63479.6,5758.1,194.186
139149,62688.2,3516.93,89.0246
120038,40086.2,4309.01,161.528
109242,41839.1,3215.82,81.0115
122486,55610,7823.32,170.312
134949,68699.8,4793.09,135.258
85723.4,52745.1,4876.53,85.61
158055,68846.1,5920.84,136.194
130256,64034.2,7790.14,103.123
128658,49226,5144.04,17.2653
123214,46665.7,797.587,83.9304
116278,47503.6,2624.34,50.6942
108602,81666,6154.07,144.675
120037,40664.8,4579.83,-19.6609
149176,87044.5,11305.1,38.5231
102118,60174.5,2329.98,148.117
108112,46433,1987.57,87.6478
98780.9,37584.5,1749.24,90.2087
90483.4,42063.9,3280.12,49.8406
139296,66526.6,6472.53,45.7102
126980,43628,3456.21,137.599
117293,36086.9,2543.94,30.1521
127137,51772.9,3326.24,67.4087
109820,22203,387.022,66.5826
146098,36088.2,5555.85,22.2217
116851,31709.9,2233.46,49.2623
136292,59901.9,5139.91,85.1696
112888,53822.4,4809.07,121.848
148569,50876.5,2104.59,127.658
142929,49376.3,2794.65,116.478
107848,43364.7,3353.22,63.5536
119376,30147.1,7154.33,210.239
48724.7,111094,6432.6,6.0855
146797,50164.9,1388.51,212.855
125215,64630,2380.23,190.881
105342,61922.1,4235.21,221.199
135648,49085,4687.77,177.719
112806,32728.6,659.493,148.172
128984,40243.1,2083.94,68.1797
94373.8,42965.7,2970.75,71.2362
141547,58742.1,3271.03,127.41
139850,53238.6,4793.51,157.727
103793,22978.4,2920.77,52.3188
109506,30084.6,2219.42,69.9971
124846,54991.5,3245.7,74.8434
113522,31082.1,976.022,95.0826
151540,90446.7,5180.53,131.21
109564,40058.3,2129.65,63.2783
103411,22987.7,1835.57,78.1479
135796,69213.2,1387.14,120.223
38930.3,23223.1,4526.82,71.5115
104589,32594.3,3594.72,-23.8739
107829,51598.7,3837.04,40.0377
96292.2,21862.5,1352.3,82.8565
137217,60941.9,2838.16,80.4057
115818,42982.9,2271.6,120.086
136799,46268,1986.33,153.239
119957,35636,157.094,118.158
151846,37670.9,4240.58,47.8029
101610,26282.1,1348.72,92.0536
133857,48956,1981.23,217.481
117617,36978,2697.04,81.8377
141830,76534.9,3022.38,153.432
105771,42198.2,3615.92,96.5971
145926,39779,2516.4,106.015
159192,41007.9,2622.55,121.793
154029,59665.1,1831.57,171.275
117601,38949.1,3254.65,38.5507
126817,61144.1,5081.4,71.8146
135572,56046.2,2410.93,216.352
131622,73599.5,4399.19,57.716
167182,54176.2,4389.55,167.393
144732,42339.2,1111.91,92.7695
151474,55290.8,2351.87,128.704
118227,59449.7,3637.26,56.0913
114509,56014.3,1610.46,68.2348
119683,43792.9,1906.61,112.513
82609.1,17892.5,1121.28,-54.0536
137808,42122.4,5070.11,91.6131
127829,38953,1916.66,118.406
106638,47938.5,5657.04,207.265
118408,57115.5,4087.2,118.571
124735,39493,2417.13,87.8956
133616,52593.5,1433.67,160.261
153336,51709.1,9066.3,16.3565
124810,74211.3,1799.22,162.326
124382,38068.6,2728.7,71.071
119739,40186,2485.56,68.6202
152236,52340.8,2076.37,183.804
122677,26763.6,1789.3,22.0566
109102,45616.3,2703.65,55.6507
101343,29990.2,3334.5,11.3999
105557,32534.5,1230.18,107.088
143180,70156.2,7531.99,24.6449
138632,36192,3351.85,64.0218
108597,53660.2,5680.86,115.377
132973,45599.1,2583.72,84.4536
145981,61169.4,3764.07,118.048
138017,61104.2,4312.17,116.561
121519,57416.1,4314.93,168.825
126251,51444.4,3235.92,92.797
126756,51631.9,4558.21,156.599
124635,44606.9,1315.13,161.996
139021,65462.6,2908.38,123.032
109849,90070.3,9264.98,317.217
117299,35411.3,1805.41,20.5696
93567.8,47016.8,1916.52,133.083
124454,44923.4,6998.75,-16.1638
126084,47217.7,2795.2,177.471
114932,51106.6,4214.97,117.69
125293,43987.1,3647.59,72.5305
96961.9,25183.6,3486.36,88.7767
118363,33007.9,1393.33,71.5667
30661.8,130806,2086.56,135.12
119415,54323.9,2499.19,131.816
126078,71052.6,3950.07,173.175
114725,63955.7,2950.37,142.004
106641,42807.4,3110.91,66.142
127585,37446.2,5734.42,58.597
158883,58234.1,3617.57,133.275
112494,45845.1,1037.43,159.325
141512,53098.9,1960.99,100.672
103002,28396.8,1361.12,8.04057
90352.2,26439.1,2200.7,31.1435
117358,36209.3,2454.86,69.7493
128380,48289.6,3319.22,-21.9739
115387,47224.3,1001.22,95.8261
107958,55579.4,3540.33,227.367
145886,43620,2515.3,63.8289
106398,25450.9,1525.64,78.4508
123011,58671.6,3440.1,152.385
132903,47076.7,1122.1,17.4855
113844,38260.1,1552.08,106.703
119178,69165.3,2252.88,134.432
132628,46949,1074.6,173.286
129011,52565.6,6380.97,96.7898
101324,27900.7,2546.28,86.5463
107795,36741.3,1809.41,47.142
143129,48740.5,1326.42,75.6971
138481,52803.7,7048.86,134.377
128465,60126.6,1028.62,141.041
158876,65454.6,9368.51,172.955
162069,107706,7342.26,192.891
163933,72137.9,8978.74,120.609
131485,50053.2,5026.19,145.116
135128,49668.9,2541.46,227.835
133543,40839,3331.61,40.313
139324,76270.2,4827.79,134.101
109855,58752.8,3228.49,207.045
111224,38675.1,963.768,97.9188
124040,44420.7,3650.34,111.494
142544,60259.6,4786.21,124.299
123944,63204.3,2321.03,197.71
130845,37502,2639.9,28.1145
125931,44765.1,3650.62,161.941
119176,33195.5,2675.7,82.4435
120627,44451.3,3489.12,87.8405
112809,59460.3,7264.88,142.059
127808,50315.2,5086.63,32.7956
128718,36420.7,3153.17,15.8609
117946,28676.1,1560.48,129.117
122824,39123.3,1390.72,57.8261
121030,39878.7,3452.22,57.8262
103990,44511.1,2798.23,40.7812
130823,45394.2,3841.99,70.2725
106801,43270.2,1689.76,86.4913
108122,32977.4,1682.33,107.639
125704,41642.3,3998.26,156.791
115161,26239.6,1362.22,23.6261
151804,62313.2,4954.46,197.435
102717,64763,4877.49,222.272
154469,67449.6,3320.87,121.104
111670,36778.5,1245.19,76.716
46173.6,29230.7,8162.57,767.848
70527.6,48793.7,6036.22,112.926
109229,35777,2052,81.6999
105152,40142.1,1336.33,69.6667
115748,55957.1,8800.72,12.2261
147465,45285.2,5390.91,128.842
124105,32450.7,2080.78,86.5463
151056,44839.6,1709.04,106.538
100412,30531.5,2538.15,87.9782
126958,46663.1,3908.77,120.719
114320,31224.4,1910.88,96.4319
120564,57896.2,3140.23,171.881
165050,57756.6,2370.04,119.865
151333,64039.5,2821.91,96.5695
138895,72865.4,1930.29,128.401
134666,51588,3730.47,134.79
140153,40781.8,8849.73,173.781
142489,48957.3,5254.74,80.7087
122771,36874.3,4085.55,55.2927
152884,57102.2,3416.28,97.9739
133503,57055.7,7565.99,110.172
117102,38425,5612.3,82.8289
93432.2,25296.6,3238.26,42.7913
138900,37240,2070.31,98.0841
103836,64664.6,3156.48,208.917
127170,39560.9,3725.1,28.8855
107974,36797.1,1933.87,132.504
133315,44645.4,6054.39,170.587
142949,41300.5,1755.57,133.275
105048,44156,6060.45,83.4072
127264,38300,3230.69,38.7159
111163,32773.9,2625.03,83.7101
125979,62189.5,4871.44,189.752
114448,43197.1,2857.71,190.799
148143,49111.6,2194.22,135.754
130258,56306.9,2484.32,120.912
150251,52593.5,1780.36,191.349
117426,64192.5,1011.82,122.812
110158,36536.4,1053.4,119.314
139162,51342,2225.62,87.8406
134812,56108.7,5173.92,197.297
113138,51807.5,1376.26,109.291
137464,41263.3,8485.43,39.6246
126178,47582.1,10883,-22.7725
111632,36262.4,1272.86,65.9768
111391,26097.3,1473.88,10.9318
121795,46777.4,1742.22,147.126
131107,89669.9,6587.49,53.1726
131908,56475.8,7000.26,154.891
130219,40914.8,3269.65,61.3783
150701,44278.4,2321.86,69.7493
119876,58331.1,1611.01,155.827
114106,40228.5,972.993,18.9725
148144,48725.9,5392.01,184.328
103230,50045.2,2580.28,132.174
20414.2,85066.8,4266.33,96.2391
116157,28829.1,3040.55,64.7928
131082,41700.8,2722.92,168.797
131744,62462.1,6641.46,98.6623
130706,46647.1,2250.4,119.314
107463,25754.1,1912.12,44.1406
119215,49279.2,7374.2,126.171
159327,48622.1,2653.53,104.61
100141,26032.1,2785.29,23.9014
106502,31588.8,2297.9,96.5145
109574,47004.9,2972.67,78.5609
131337,37753.4,2968.54,66.6652
129460,33744.8,3679.94,68.1797
137756,51105.3,2005.05,59.0927
157201,72808.2,1860.35,69.7218
133896,45955.5,4770.65,106.978
150566,54186.9,2065.22,122.426
126317,52914.1,4041.08,154.203
107100,38441,3555.34,63.9942
99888.8,33993.5,1426.24,128.209
93067.9,40358.9,2014.96,26.4623
124071,47599.4,3063.13,118.296
149490,60206.4,4150.54,70.4376
23106.2,43985.8,9671.83,79.1391
122377,26593.4,1314.72,59.7261
114370,33164.9,2025.01,165.355
132054,43550.9,2146.72,78.7536
114243,31938.6,410.014,22.8551
126959,43252.9,831.181,107.088
114933,70484.7,3231.93,92.8246
51319,101596,5786.19,432.016
111876,52851.5,1933.46,189.835
114491,67501.5,5652.91,115.57
110951,65535.8,9948.98,167.117
149283,49771.3,4394.23,67.3811
149277,67480.2,11625.5,159.683
117454,43522.9,8762.99,163.372
129188,62780,5471.45,214.507
160715,58885.8,1159.96,157.562
137049,46417,2233.46,89.1623
115333,69876.9,9786.65,48.0783
113875,25900.4,1474.98,26.5174
111349,50343.2,2466.42,113.697
118747,52109.4,2235.8,118.957
117726,55994.3,5191.68,126.088
130171,48582.2,1187.09,125.73
116525,29459.5,2254.12,108.741
145050,39293.5,1409.58,95.3029
142447,33792.6,1901.79,120.801
154378,61029.7,3581.91,170.669
133226,70498,5722.03,89.4101
120697,39090,1742.91,100.342
120641,49946.8,4075.91,98.4695
125472,45950.2,2915.12,55.5681
132341,56285.6,2812.69,135.616
105824,32636.9,1630.28,42.8739
115613,29409,3269.38,90.7319
141460,60122.7,2362.06,119.92
145952,51625.3,3088.05,68.5927
156845,53588.4,3289.89,124.987
117483,43771.6,2172.88,109.759
115102,40626.2,6849.22,95.8537
163233,72393.2,5133.99,24.6726
116721,37504.7,2730.77,90.3188
143003,56909.4,2606.99,77.8725
127455,48296.3,1891.88,86.9319
150036,62032.5,4278.17,110.833
126735,29295.9,5213.85,77.3217
103213,38355.9,2130.48,68.3174
103507,35026.9,3705,110.2
99424.2,27723.9,1093.19,93.8159
134914,52758.4,1512.01,134.955
